label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-07-05,2016-07-05,2019-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00872502,0.12044232,0.00836129,0.12044707,45264.15986500,28000.00000000,17264.15986500,0.61657714,0.29620620,0.25403964,1.16644168,0.24945922,1.59610375,1.21182366,-0.24443011,,2017,0.67703967,2018,0.06085103,483466.59256674,114.76093314,2.70782590,0.00409860,0.22376361,0.09595415,0.22495910,0.09828349,,,0.54918099,0.12542377
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-07-05,2016-07-05,2019-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.00857357,0.12060164,0.00819616,0.12060463,45684.05645933,28000.00000000,17684.05645933,0.63157344,0.30422907,0.25924799,1.17965374,0.25257712,1.61267213,1.21996938,-0.24937435,,2017,0.68882443,2018,0.04163662,489852.34040560,82.42797799,2.71218699,0.00294386,0.33651937,0.14467328,0.11230156,0.04842151,,,0.54919914,0.12645467
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-07-05,2016-07-05,2019-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00847053,0.12087328,0.00841529,0.12087362,46097.68963338,28000.00000000,18097.68963338,0.64634606,0.31211452,0.26434480,1.18958079,0.25636492,1.62559427,1.20627422,-0.25874260,,2017,0.70076281,2018,0.02264862,496610.31889318,49.34075876,2.71832404,0.00176217,0.44896340,0.19653757,,,,,0.54920473,0.12738603
SPY benchmark,sens,sens_2016-07-05,2016-07-05,2019-07-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00498361,0.01794132,0.00498538,0.01797569,36729.52629930,28000.00000000,8729.52629930,0.31176880,0.14581633,0.13960237,1.16779811,0.12310094,1.63089828,0.75025789,-0.19435495,204,2017,0.21216838,2018,-0.04840182,27986.77722300,1.95907441,0.20766712,0.00006997,,,,,0.99501462,0.98202431,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2020-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00729834,0.12137121,0.00727488,0.12137589,48433.91015717,28000.00000000,20433.91015717,0.72978251,0.33192900,0.29182968,1.31646121,0.24004800,1.80581663,1.40760701,-0.23581084,472,2017,0.61868220,2020,0.01817360,400396.58446719,149.87750537,2.36433468,0.00535277,,,0.46098498,0.19920326,,,0.53851261,0.12268587
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2020-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.00877401,0.12172043,0.00843690,0.12172609,48345.86950042,28000.00000000,20345.86950042,0.72663820,0.33117256,0.29078833,1.30328008,0.24250624,1.78348921,1.37989319,-0.23999869,473,2017,0.62927339,2020,0.01785197,402175.21436932,122.31393683,2.37624366,0.00436835,0.11364830,0.04615478,0.34568270,0.14887753,,,0.53852567,0.12358108
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2020-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00892314,0.12201697,0.00850014,0.12202204,48231.37448149,28000.00000000,20231.37448149,0.72254909,0.33011915,0.28943201,1.28579524,0.24583171,1.75558935,1.34985595,-0.24455880,477,2017,0.63989602,2020,0.01752789,404190.40420975,94.92528911,2.39012955,0.00339019,0.22898069,0.09415255,0.23027653,0.09864898,,,0.53853542,0.12451026
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2020-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.00896841,0.12226905,0.00858213,0.12227244,48096.08035808,28000.00000000,20096.08035808,0.71771716,0.32882923,0.28782630,1.26464031,0.25000842,1.72310593,1.31840516,-0.24941440,477,2017,0.65043272,2020,0.01720808,405432.30148638,67.75905556,2.39988718,0.00241997,0.34416754,0.14527060,0.11499904,0.04851832,,,0.53854445,0.12547477
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2020-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00848453,0.12250161,0.00840280,0.12250204,47946.05869743,28000.00000000,19946.05869743,0.71235924,0.32737011,0.28604197,1.24081176,0.25494124,1.68810145,1.26629321,-0.25852631,477,2017,0.66091154,2020,0.01688707,407603.84210348,40.79757737,2.41542330,0.00145706,0.45968714,0.19465455,,,,,0.53857246,0.12644808
SPY benchmark,sens,sens_2017-01-03,2017-01-03,2020-01-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00549285,0.01698335,0.00549463,0.01698468,37130.33909502,28000.00000000,9130.33909502,0.32608354,0.14481823,0.14505433,1.12482125,0.12759488,1.55167722,0.74650257,-0.19399562,204,2019,0.30750436,2018,-0.04757823,27829.29128024,1.94805039,0.21014620,0.00006957,,,,,0.99450537,0.98301532,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2020-07-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00758794,0.12427603,0.00754701,0.12428277,45385.87572241,28000.00000000,17385.87572241,0.62092413,0.26179553,0.25526604,1.06075567,0.24884543,1.46024083,1.10806970,-0.23626269,472,2019,0.30133470,2018,0.10028555,350307.96155655,132.19606242,2.34850399,0.00472129,,,0.54170139,0.19842875,,,0.45769906,0.09730393
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2020-07-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.00909346,0.12462263,0.00868170,0.12462973,44782.17884477,28000.00000000,16782.17884477,0.59936353,0.25582638,0.24774107,1.03883286,0.24977663,1.41868522,1.06455784,-0.24031234,473,2019,0.31460144,2018,0.08087336,351077.02945801,107.26627096,2.36297349,0.00383094,0.13369533,0.04666893,0.40614055,0.14875608,,,0.45780283,0.09910803
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2020-07-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00906121,0.12489967,0.00865116,0.12490579,44102.54901607,28000.00000000,16102.54901607,0.57509104,0.24893449,0.23918078,1.00807460,0.25268648,1.36518684,1.01676214,-0.24483060,477,2019,0.32738965,2018,0.06140113,351972.31750898,83.06713760,2.37987513,0.00296668,0.26924239,0.09604029,0.27064512,0.09912854,,,0.45780105,0.09933975
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2020-07-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.00919071,0.12541111,0.00868326,0.12541506,43400.25004914,28000.00000000,15400.25004914,0.55000893,0.24171576,0.23023342,0.97156231,0.25750774,1.30570693,0.96849189,-0.24957954,477,2019,0.33971555,2018,0.04225458,352315.45937277,58.97320424,2.39354811,0.00210619,0.40477533,0.14399919,0.13509627,0.04933714,,,0.45777971,0.09942802
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2020-07-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00912542,0.12564018,0.00897495,0.12564070,42676.66116454,28000.00000000,14676.66116454,0.52416647,0.23415062,0.22090373,0.93075329,0.26411220,1.24369137,0.90722249,-0.25809614,477,2019,0.35190360,2018,0.02330884,351701.39747673,35.00266429,2.40129135,0.00125010,0.53988310,0.19599843,,,,,0.45778851,0.09936029
SPY benchmark,sens,sens_2017-07-03,2017-07-03,2020-07-02,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00724444,0.01606926,0.00724624,0.01607070,34207.05303391,28000.00000000,6207.05303391,0.22168047,0.10656482,0.10196003,0.57431932,0.21817381,0.78130960,0.31734896,-0.33579697,,2019,0.30803090,2018,-0.04794124,27864.05813756,1.95048407,0.21696352,0.00006966,,,,,0.99275376,0.98392930,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2018-01-03,2018-01-03,2020-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00821070,0.12907671,0.00812141,0.12908645,36769.86697541,27500.00000000,9269.86697541,0.33708607,0.13508333,0.14748943,0.61195650,0.26507284,0.81545202,0.57077792,-0.23666531,472,2019,0.29976882,2018,-0.02479464,241131.45837709,90.82638982,1.82000778,0.00330278,,,0.58244267,0.19887178,,,0.41683661,0.09688507
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2018-01-03,2018-01-03,2020-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.01000452,0.12933521,0.00950467,0.12934440,37916.21925856,27500.00000000,10416.21925856,0.37877161,0.14482466,0.16376004,0.65069010,0.26065414,0.86272066,0.60138976,-0.24081664,475,2019,0.31293706,2018,-0.04151430,241114.77182359,73.10021015,1.82908689,0.00265819,0.14351191,0.04612581,0.43671091,0.14921819,,,0.41695124,0.09872046
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2018-01-03,2018-01-03,2020-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.01004423,0.12991530,0.00949833,0.12992309,38998.70414295,27500.00000000,11498.70414295,0.41813470,0.15347765,0.17879965,0.68177720,0.25934767,0.89847144,0.62541353,-0.24540187,477,2019,0.32561459,2018,-0.05821575,242639.20493680,56.43978442,1.85133852,0.00205236,0.28934496,0.09609365,0.29098317,0.09932120,,,0.41690762,0.09942991
